vareps,fp32,half,b
0.0001,0.000334229971156637,0.0210831504425454,0.241628270258821
1e-08,5.19748463139432e-06,0.0334194382581785,0.192795318715909
1e-12,6.91800600953112e-06,0.0336623645543426,0.192667362764062
