vareps,fp32,fp16,bf16
0.01,1.33028235257888e-05,0.000169643509335014,0.00225817065672004
1e-05,2.32047476023509e-08,0.000168886768241916,0.00225825300470692
1e-08,2.32140594666761e-08,0.00016888675536956,0.00225825313929645
1e-11,2.32137144601812e-08,0.000168886759271268,0.00225825313938443
