vareps,fp32,fp16,bf16
0.01,0.00523896522726947,0.00525141530057667,0.00608869960768057
1e-05,6.46768353320695e-06,0.000383437096773282,0.00306558082998875
1e-08,4.38355664195704e-09,0.00035628852197101,0.00307668413806195
1e-11,8.65337682825906e-12,0.000356355550606355,0.00307380723006843
