vareps,fp32,half,b
0.0001,6.37972756649111e-05,0.000327664987070277,0.00246409745337094
1e-08,7.92803571635955e-09,0.000318199511487173,0.00244916727184386
1e-12,5.66738191747338e-13,0.000318199405271847,0.00244916731304896
