vareps,fp32,fp16,bf16
0.01,0.000875347818089837,0.00095309957140886,0.00396181899761304
1e-05,8.89441532623249e-07,0.000393968891089367,0.00348452722674764
1e-08,9.16701775668931e-10,0.000394241182892756,0.00348459578413688
1e-11,1.88936277270141e-12,0.000394240142132752,0.00348460372708251
