vareps,fp32,fp16,bf16
0.01,0.0111628008928907,0.0357025404708934,0.081819179376784
1e-05,8.4258126533929e-06,-1,439.377293403637
1e-08,5.58621621087372e-06,0.114776418693446,0.0863811089271945
1e-11,4.77012435374462e-06,0.114414466705615,0.0863137584557055
