vareps,fp32,fp16,bf16
0.01,-1,-1,-1
1e-05,6.07934614794887e-06,0.000321313316440396,0.00260398523709854
1e-08,3.99521804756294e-09,0.000324313967445058,0.00263373481653161
1e-11,8.02326554614465e-12,0.000327906644492633,0.00266056431371759
