vareps,fp32,half,b
0.0001,6.38276102978126e-05,0.000321524489788204,0.0025931757072867
1e-08,7.44051524881175e-09,0.000340724033480558,0.00277604815390482
1e-12,5.93338193370401e-13,0.000343442436901083,0.00283695593597975
