vareps,fp32,half,b
0.0001,6.05079068132617e-16,6.05079068132617e-16,6.05079068132617e-16
1e-08,6.05079068132617e-16,6.05079068132617e-16,6.05079068132617e-16
1e-12,6.05079068132617e-16,6.05079068132617e-16,6.05079068132617e-16
