vareps,fp32,half,b
0.0001,9.99213292056829e-06,0.000357693662477981,0.00257218175744704
1e-08,3.8097428716694e-08,0.000355116136732012,0.0025844947062635
1e-12,5.86615312414101e-13,0.000355075754102528,0.00258459450442796
