vareps,fp32,tf32,half,bf16
0.0001,1.11098756595292e-05,0.000441142478429908,0.00044375984589709,0.00433171165437987
1e-08,6.05301406560113e-08,0.000441913908282128,0.00044166727267739,0.00432958517611525
1e-12,6.03291238259794e-08,0.000446322432550563,0.00044337680896352,0.00433968594767192
