vareps,fp32,fp16,bf16
0.01,9.58054202436141e-05,0.00020081572679606,0.00113560559043207
1e-05,7.65310167404872e-08,0.000179474598888968,0.00113664213754903
1e-08,2.1095445630009e-08,0.000179475102836491,0.00113664267844969
1e-11,2.10775995632498e-08,0.000179475102583998,0.00113664267776086
