vareps,fp32,half,b
0.0001,2.68790061718016e-06,2.68790061718016e-06,2.68790061718016e-06
1e-08,4.86629376853946e-10,4.86629376853946e-10,4.86629376853946e-10
1e-12,1.92857741397794e-14,1.92857741397794e-14,1.92857741397794e-14
