vareps,fp32,tf32,half,bf16
0.0001,2.34917022556448e-05,0.000315239641007387,0.000315229435326186,0.00288018629576765
1e-08,2.72561175342507e-09,0.000308735930941038,0.000308735737607531,0.00289530593837669
1e-12,5.07953032175509e-13,0.000308735930282679,0.000308735725863462,0.00289530594023334
