vareps,fp32,tf32,half,bf16
0.0001,4.41018907410256e-06,0.000520719406273529,0.000520719406296604,0.00450562895064806
1e-08,4.42204372762658e-10,0.000520823845065563,0.00052082385158521,0.00450634527597166
1e-12,2.36677001471362e-14,0.000520863224592389,0.000520863226089674,0.00450663433370953
