vareps,fp32,half,b
0.0001,2.68515788483357e-06,2.68515788483357e-06,2.68515788483357e-06
1e-08,4.85451035347153e-10,4.85451035347153e-10,4.85451035347153e-10
1e-12,1.80558034082369e-14,1.80558034082369e-14,1.80558034082369e-14
