vareps,fp32,half,b
0.0001,1.11098149225136e-05,0.000442336644409237,0.00360695559208219
1e-08,5.43620633243667e-08,0.000443416634753752,0.00361203630943573
1e-12,5.433798350441e-08,0.000439127689315287,0.0036172587626879
