vareps,fp32,half,b
0.0001,0.000592879646358531,0.00408362861682742,0.0233580296423339
1e-08,4.02153335919064e-07,0.0033138006480973,0.0312564122717662
1e-12,4.57694909636728e-07,0.00522027233126361,0.0220027437251608
