vareps,fp32,fp16,bf16
0.01,0.000828760945459066,0.00089191626862533,-1
1e-05,3.12937823165567e-07,0.000334601033762078,-1
1e-08,5.6449703794385e-10,0.000337159229344819,-1
1e-11,1.60152360310121e-12,0.00033912538388671,-1
