vareps,fp32,fp16,bf16
0.01,9.77372683583108e-05,0.000200440732779583,0.0011293053285766
1e-05,8.01934778104383e-08,0.000177462300210113,0.00113855013344423
1e-08,2.09186387057504e-08,0.000177452233486303,0.00113855047931743
1e-11,2.09061524986663e-08,0.00017745223360923,0.00113855047847113
