vareps,fp32,half,b
0.0001,1.85845435020093e-06,1.85845435020093e-06,1.85845435020093e-06
1e-08,1.0690220645271e-10,1.0690220645271e-10,1.0690220645271e-10
1e-12,1.86801360649688e-14,1.86801360649688e-14,1.86801360649688e-14
