vareps,fp32,fp16,bf16
0.01,0.000875107376060641,0.000936629579579711,-1
1e-05,6.31696674231374e-07,0.000340791977590738,-1
1e-08,9.16701776122812e-10,0.000343598722346541,-1
1e-11,1.88837795235237e-12,0.000342671001990489,-1
