vareps,fp32,fp16,bf16
0.01,-1,-1,-1
1e-05,6.21090176657479e-06,0.000306084075492275,0.00246738393310643
1e-08,3.97706466671059e-09,0.000310911889217586,0.00248511746004108
1e-11,8.45897067918693e-12,0.000313194276481155,0.00250197370958788
