vareps,fp32,half,b
0.0001,2.23124897054478e-06,2.23124897054478e-06,2.23124897054478e-06
1e-08,2.1567817327584e-10,2.1567817327584e-10,2.1567817327584e-10
1e-12,1.94393689237469e-14,1.94393689237469e-14,1.94393689237469e-14
