vareps,fp32,half,tf32,b
0.0001,6.84621559276794e-05,0.00128748592016863,0.00129689707712801,0.0112420301778352
1e-08,5.8916337342938e-09,0.00113253814438189,0.00114995634970877,0.0113456255412456
1e-12,1.9465575407058e-13,0.00113261544595181,0.00114997409620795,0.0113456148415423
