vareps,fp32,fp16,bf16
0.01,0.377949710019085,0.627932887357395,-1
1e-05,0.000169516960899372,0.351917140237039,2.73420483808662
1e-08,1.16140122375409e-05,0.130095423956044,0.482785450259969
1e-11,2.47540281685779e-05,0.0334834453874843,5.16358852881297
