vareps,fp32,half,b
0.0001,1.8591328364101e-06,1.8591328364101e-06,1.8591328364101e-06
1e-08,1.0691692457925e-10,1.0691692457925e-10,1.0691692457925e-10
1e-12,1.86844197251586e-14,1.86844197251586e-14,1.86844197251586e-14
