vareps,fp32,half,tf32,b
0.0001,0.999999994127844,-1,-1,0.999999999999804
1e-08,1.00000052737643,-1,0.999999999999982,0.999999999908842
1e-12,0.999999999587349,-1,1.00000000000381,1.00000000000019
