vareps,fp32,half,b
0.0001,2.34917022556453e-05,0.000315229435326183,0.00338994861573145
1e-08,2.72561175398067e-09,0.000308735737607529,0.00339249352194086
1e-12,5.07956566600961e-13,0.000308735725863462,0.00339249353151355
